catalogNumber,createdBy,placeName,flagNotes,State,noOfIdentifications,geoPrivacy,createdOn (UTC),createdOn (Portal time),associatedMedia,group_id,dateAccuracy,isLocked,locationLat,locationLon,locationScale,fromDate,toDate,rank,scientificName,commonName,kingdom,phylum,class,order,superfamily,family,genus,species,basisOfRecord,village name in english,village id,plot id,plant habit in english,plant habitat in english,Folklore: A story about this tree,Uses: This tree is used for,Institution Name,Isha Vidhya School,Height (m),Canopy Diameter (m),Trunk Circumference (cm),Any other comments,Did you observe ants on the plant?,Did you observe hemipterans on the plant?,Which part of the plant is infested with insects?,What proportion of the plant is infested?,Did you find any other insects besides ants and hemipterans?, Which of the following hemipteran species have you observed?,Which ant species did you observe?,Texture,Has stem?,Bottom surface,Besides this initiative, do you record crows during bird watching/citizen science?,How do you feel about the presence of crows in your area?,Weather conditions.,What behaviours did you observe?,Number of birds observed.,Understory,Canopy Cover,Plot No.,DBH,Trunk Area,GBH,Edibility status,Ecological Role,Growing on,previousIdentifications,previousVernacularNames,speciesPageId,higherClassificationId,reverseGeocodedName,state,tahsil,district,Sex,Life Stage (Complete Metamorphosis),Life Stage (Incomplete Metamorphosis),Phenology State,Habitat Type,Abundance,Life Stage,Activity,Microhabitat,Wild/Domestic,toDate,observedInMonth,lastRevised,noOfImages,datasetName,containsMedia,uploadProtocol,organismRemarks,tags,speciesGroup,datatableName,datatableAnnotations,basisOfData
397891,Siddesh Deshmukh,"Gulabh Bagh, Udaipur, Udaipur, Rajasthan 313001, India",,Rajasthan,2,FALSE,17-02-2016,17-02-2016,/1d053b99-ceb0-425a-ac06-ccfc91c81408/231.jpg,Mammals,,FALSE,24.57323456,73.69335175,ACCURATE,13-02-2016,13-02-2016,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268724#Rousettus leschenaulti (Desmarest 1820) | 268711#Pteropus giganteus (Brünnich 1782) | ,268724#Fulvous Fruit Bat:English | 268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Gulabh Bagh, Udaipur, Udaipur, Rajasthan 313001, India",RAJASTHAN,Girwa,Udaipur,,,,,,,,,,,2016-02-13T00:00:00.000Z,February,2016-04-05T17:14:22.623Z,1,,TRUE,SINGLE_OBSERVATION,,bats,Mammals,,,
396043,Amir Sohail Choudhury,"Unnamed Road, Deodhar, Assam 788156, India",,Assam,1,FALSE,31-12-2015,31-12-2015,/7a0b2fb3-037e-43cb-a72c-8aff5e276ac9/116.jpg,Mammals,,FALSE,24.70240021,92.46289063,ACCURATE,31-12-2015,31-12-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Unnamed Road, Deodhar, Assam 788156, India",ASSAM,Patharkandi,Karimganj,,,,,,,,,,,2015-12-31T00:00:00.000Z,December,2017-06-16T12:28:38.276Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
396040,Avijan Saha,"Eastern Bypass, Siliguri, West Bengal 734004, India",,West Bengal,3,FALSE,31-12-2015,31-12-2015,/33b93225-c11f-4e26-9250-0efbf2ca27ad/78.jpg,Mammals,,FALSE,26.7172184,88.4557724,APPROXIMATE,17-04-2015,17-04-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox / Great Indian Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox / Great Indian Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Eastern Bypass, Siliguri, West Bengal 734004, India",WEST BENGAL,Rajganj,Jalpaiguri,,,,,,,,,,,2015-04-17T00:00:00.000Z,April,2016-01-04T22:02:57.631Z,1,,TRUE,SINGLE_OBSERVATION,"The Indian flying fox lives in tropical forests and swamps, near bodies of water. They also live on coastal islands, and it is theorized that ancestors migrated here long ago and found a liking to it, or were blown there and quickly forged a lifestyle. It is found in Bangladesh, China, India, the Maldives, Nepal, Pakistan, and Sri Lanka. The Indian flying fox is frugivorous or nectarivorous, i.e., they eat fruits or lick nectar from flowers. At dusk, these bats forage for ripe fruit. While ingesting fruit, these bats expel waste that pollinates and disperse seeds.",,Mammals,,,
395346,Mittal,"Khem Villas Rd, Kutalpura Maliyan, Rajasthan 322029, India",,Rajasthan,2,FALSE,03-12-2015,03-12-2015,/d91d09be-3b4f-4d33-9552-831b3ae0dfdd/560.jpg,Mammals,,TRUE,26.06225967,76.43765259,APPROXIMATE,02-12-2015,02-12-2015,species,Cynopterus sphinx (Vahl 1797),Greater Short Nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | 586067#Cynoptera | ,376939#Greater Short Nosed Fruit Bat:English | 586067#Short-nosed Fruitbat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,"Khem Villas Rd, Kutalpura Maliyan, Rajasthan 322029, India",RAJASTHAN,Sawai Madhopur,Sawai Madhopur,,,,,,,,,,,2015-12-02T00:00:00.000Z,December,2016-05-17T20:08:44.643Z,3,,TRUE,SINGLE_OBSERVATION,,short-nose fruit bat | mammals of rajasthan | pollination by bats | bats of indian sub-continent | behavior | mammals of ranthambhore | cynopterus | old world bats | fruitbats | fruit eating bats | leaf eating bats | polyalthia longifolia | tent construction by short-nosed fruitbats | indian bats,Mammals,,,
394649,Siddesh Deshmukh,"Gadisar Lake, Postal Colony, Jaisalmer, Rajasthan 345001",,Rajasthan,1,FALSE,13-11-2015,13-11-2015,/369899e3-dc43-43cb-b90f-d861cdf2bde7/554.jpg,All,,FALSE,26.90857887,70.92310333,ACCURATE,12-07-2015,12-07-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Gadisar Lake, Postal Colony, Jaisalmer, Rajasthan 345001",RAJASTHAN,Jaisalmer,Jaisalmer,,,,,,,,,,,2015-07-12T00:00:00.000Z,July,2015-11-13T14:30:36.757Z,1,,TRUE,SINGLE_OBSERVATION,,bats,All,,,
394648,Siddesh Deshmukh,"Gadisar Lake, Postal Colony, Jaisalmer, Rajasthan 345001",,Rajasthan,2,FALSE,13-11-2015,13-11-2015,/d0acc285-a225-4a62-b1ed-1ea8c768dde3/894.jpg,Birds,,FALSE,26.90857887,70.92310333,ACCURATE,12-07-2015,12-07-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Gadisar Lake, Postal Colony, Jaisalmer, Rajasthan 345001",RAJASTHAN,Jaisalmer,Jaisalmer,,,,,,,,,,,2015-07-12T00:00:00.000Z,July,2015-11-13T14:19:07.638Z,1,,TRUE,SINGLE_OBSERVATION,,bat,Birds,,,
393480,Chief RedEarth,"Sanchi, Madhya Pradesh 464661, India",,Madhya Pradesh,1,FALSE,28-10-2015,28-10-2015,/818db604-fd83-462f-95ff-d76f770e5a14/334.JPG,Arthropods,,FALSE,23.48733902,77.74182129,ACCURATE,25-10-2015,25-10-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox :English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox :English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Sanchi, Madhya Pradesh 464661, India",MADHYA PRADESH,Raisen,Raisen,,,,,,,,,,,2015-10-25T00:00:00.000Z,October,2022-01-31T06:13:51.658Z,1,,TRUE,SINGLE_OBSERVATION,,,Arthropods,,,
391697,Jon,"Kukrail Gharial Center, Lucknow, Uttar Pradesh 226016, India",,Uttar Pradesh,1,FALSE,27-09-2015,27-09-2015,/f83eb006-0acb-4bb6-a4e1-5986d7dab3d7/720.JPG,Mammals,,FALSE,26.90928841,80.98760986,APPROXIMATE,14-07-2013,14-07-2013,species,Megaderma lyra E. Geoffroy 1810,Greater False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376944#Megaderma lyra E. Geoffroy 1810 | ,376944#Greater False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Lyroderma#rank:subgenus#taxonID:277312 | name:Megaderma lyra E. Geoffroy 1810#rank:species#taxonID:20353,"Kukrail Gharial Center, Lucknow, Uttar Pradesh 226016, India",UTTAR PRADESH,Lucknow,Lucknow,,,,,,,,,,,2013-07-14T00:00:00.000Z,July,2019-07-06T03:45:15.278Z,2,,TRUE,SINGLE_OBSERVATION,Lots of bats in abandoned room in forest.,bats | bat,Mammals,,,
391214,Chief RedEarth,"Godhra, Gujarat, India",,Gujarat,1,FALSE,24-09-2015,25-09-2015,/2c0f76d4-4f34-4c99-af6d-65a2368b8de8/976.JPG,Mammals,,TRUE,22.77880478,73.6142807,ACCURATE,16-09-2015,16-09-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Godhra, Gujarat, India",GUJARAT,Godhra,Panch Mahals,,,,,,,,,,,2015-09-16T00:00:00.000Z,September,2016-05-17T20:00:55.552Z,2,,TRUE,SINGLE_OBSERVATION,,bats | bat,Mammals,,,
389614,Siddarth Jude Machado,"Tarikere, Karnataka, India",,Karnataka,1,FALSE,26-08-2015,26-08-2015,/50eed594-3f2f-4d6d-9684-2293456eb766/704.JPG,Mammals,,FALSE,13.7086668,75.81585693,APPROXIMATE,08-08-2015,08-08-2015,genus,Pteropus,,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268710#Pteropus | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471,"Tarikere, Karnataka, India",KARNATAKA,Tarikere,Chikkamagaluru,,,,,,,,,,,2015-08-08T00:00:00.000Z,August,2015-11-09T12:21:01.240Z,2,,TRUE,SINGLE_OBSERVATION,In eucalyptus trees along side agricultural fields and the highway,bats | bat,Mammals,,,
389128,Vijay Anand Ismavel,Makunda Christian Hospital,,Assam,1,FALSE,24-08-2015,24-08-2015,/a1dad937-cbae-45cf-b9a4-b5fda216d4cf/13.jpg,Mammals,,FALSE,24.43202019,92.33068848,ACCURATE,25-11-2014,25-11-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,Makunda Christian Hospital,ASSAM,Nilambazar,Karimganj,,,,,,,,,,,2014-11-25T00:00:00.000Z,November,2017-06-16T12:24:42.736Z,4,,TRUE,SINGLE_OBSERVATION,ID curated at: http://www.inaturalist.org/observations/1144713,,Mammals,,,
388903,Vijay Anand Ismavel,"Karimganj District, Assam",,Assam,1,FALSE,24-08-2015,24-08-2015,/4989ec2d-2d4b-4205-86c1-9e370cfe08a6/522.jpg,Mammals,,FALSE,24.60054779,92.38136292,ACCURATE,21-06-2015,21-06-2015,species,Megaderma lyra E. Geoffroy 1810,Greater False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376944#Megaderma lyra E. Geoffroy 1810 | ,376944#Greater False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Lyroderma#rank:subgenus#taxonID:277312 | name:Megaderma lyra E. Geoffroy 1810#rank:species#taxonID:20353,"Karimganj District, Assam",ASSAM,Nilambazar,Karimganj,,,,,,,,,,,2015-06-21T00:00:00.000Z,June,2017-06-16T12:33:40.287Z,2,,TRUE,SINGLE_OBSERVATION,ID curated at: http://www.inaturalist.org/observations/1675728,,Mammals,,,
387130,Siddarth Jude Machado,"Nagarjuna Sagar-Srisailam Road, India",,Andhra Pradesh,1,FALSE,04-08-2015,05-08-2015,/1e20ca60-cb16-4394-a523-680dc7fd2014/839.jpg,Mammals,,FALSE,16.26773262,79.31948853,APPROXIMATE,13-07-2015,13-07-2015,species,Hipposideros speoris (Schneider 1800),Schneider's Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268701#Hipposideros speoris (Schneider 1800) | ,268701#Schneider's Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros speoris (Schneider 1800)#rank:species#taxonID:20314,"Nagarjuna Sagar-Srisailam Road, India",ANDHRA PRADESH,Durgi,Guntur,,,,,,,,,,,2015-07-13T00:00:00.000Z,July,2015-11-09T12:22:51.991Z,1,,TRUE,SINGLE_OBSERVATION,Observed in a cave inside NSTR,bats | bat,Mammals,,,
387124,Siddarth Jude Machado,"National Highway 765, Pedachama, Andhra Pradesh 523331, India",,Andhra Pradesh,1,FALSE,04-08-2015,05-08-2015,/5e63b68f-4951-4a13-bbd1-9e834d7abe90/916.jpg,Mammals,,FALSE,15.98860455,78.92008209,APPROXIMATE,13-07-2015,13-07-2015,species,Hipposideros lankadiva Kelaart 1850,Indian Roundleaf Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268699#Hipposideros lankadiva Kelaart 1850 | ,268699#Indian Roundleaf Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros lankadiva Kelaart 1850#rank:species#taxonID:20300,"National Highway 765, Pedachama, Andhra Pradesh 523331, India",ANDHRA PRADESH,Dornala,Prakasam,,,,,,,,,,,2015-07-13T00:00:00.000Z,July,2015-11-09T12:23:14.795Z,2,,TRUE,SINGLE_OBSERVATION,Observed in a cave inside NSTR,bats | bat,Mammals,,,
386774,Chief RedEarth,"Pimpri Nirmal, Maharashtra 423107, India",,Maharashtra,1,FALSE,28-07-2015,28-07-2015,/58a61c56-7d1f-4f17-a046-68514a36f374/861.JPG,Mammals,,FALSE,19.64163589,74.48187256,ACCURATE,23-07-2015,23-07-2015,species,Cynopterus sphinx (Vahl 1797),Greater Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,376939#Greater Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,"Pimpri Nirmal, Maharashtra 423107, India",MAHARASHTRA,Rahta,Ahmadnagar,,,,,,,,,,,2015-07-23T00:00:00.000Z,July,2016-05-17T20:03:25.185Z,4,,TRUE,SINGLE_OBSERVATION,,bats | bat,Mammals,,,
385753,Anupam Roy Choudhury,"Shahjahanpur, Uttar Pradesh, India",,Uttar Pradesh,2,FALSE,18-07-2015,19-07-2015,/f90167e1-7ba9-4b9a-97a5-e24b0cf05b5c/71.jpg,Mammals,,FALSE,27.88374329,79.9122467,ACCURATE,17-07-2015,17-07-2015,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Shahjahanpur, Uttar Pradesh, India",UTTAR PRADESH,Shahjahanpur,Shahjahanpur,,,,,,,,,,,2015-07-17T00:00:00.000Z,July,2015-11-09T12:24:37.244Z,1,,TRUE,SINGLE_OBSERVATION,,bats | bat,Mammals,,,
385064,Manoj," Kumarakom, Kottayam, Kerala.",,Kerala,1,FALSE,06-07-2015,06-07-2015,/4afe49ee-4575-4b7b-833b-de1c8add6198/826.jpg,Mammals,,FALSE,9.619706154,76.40716553,ACCURATE,04-07-2005,04-07-2005,species,Cynopterus sphinx (Vahl 1797),Greater Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,376939#Greater Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234," Kumarakom, Kottayam, Kerala.",KERALA,Kottayam,Kottayam,,,,,,,,,,,2005-07-04T00:00:00.000Z,July,2015-11-09T12:25:08.954Z,1,,TRUE,SINGLE_OBSERVATION,,bats | bat,Mammals,,,
385063,Manoj," Kumarakom, Kottayam, Kerala.",,Kerala,1,FALSE,06-07-2015,06-07-2015,/6a856dd4-ecaa-4c7c-b63b-4e298f9a6cb4/97.jpg,Mammals,,FALSE,9.619706154,76.40716553,ACCURATE,10-10-2007,10-10-2007,species,Cynopterus sphinx (Vahl 1797),Greater Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,376939#Greater Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234," Kumarakom, Kottayam, Kerala.",KERALA,Kottayam,Kottayam,,,,,,,,,,,2007-10-10T00:00:00.000Z,October,2015-11-09T12:25:52.287Z,1,,TRUE,SINGLE_OBSERVATION,,bats | bat,Mammals,,,
384118,Devadatta Naik,"Palsambe, Maharashtra 416206, India",,Maharashtra,2,FALSE,18-06-2015,18-06-2015,/035fd9cf-1c4e-4ae4-8ecd-785a0550f94c/698.jpg,Mammals,,FALSE,16.57946014,73.8977356,ACCURATE,09-06-2014,09-06-2014,species,Rhinolophus beddomei K. Andersen 1905,Lesser Woolly Horseshoe Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268714#Rhinolophus beddomei K. Andersen 1905 | ,268714#Lesser Woolly Horseshoe Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487 | name:Rhinolophus beddomei K. Andersen 1905#rank:species#taxonID:20489,"Palsambe, Maharashtra 416206, India",MAHARASHTRA,Bavda,Kolhapur,,,,,,,,,,,2014-06-09T00:00:00.000Z,June,2015-11-09T12:24:54.132Z,1,,TRUE,SINGLE_OBSERVATION,This bat was spotted in a cave in stream with a pup.,bats | bat,Mammals,,,
